App_Name,CPU_Usage,Memory_Usage,Battery_Level,Temperature,Disk_Space,Network_Signal,App_Version,Error_Logs,Device_Model,Session_Time,Num_App_Crashes,Duration_Since_Last_Charge,App_Usage_Level,Crash_Label
14,98.43,41.13,5.62,54.35,380.44,54.24,1.2,0,2,1,3,45.92,2,1.0
1,53.33,74.27,97.87,37.55,109.34,99.22,1.2,0,0,2,1,0.73,0,0.0
3,76.24,39.67,97.25,44.66,350.55,85.61,1.1,1,1,2,1,2.84,2,0.0
12,30.35,71.01,51.93,22.95,242.59,30.44,1.1,0,1,1,1,24.04,1,0.0
13,53.22,65.88,9.29,34.07,220.58,30.1,1.1,1,0,2,1,43.79,0,0.0
0,67.06,59.81,26.22,41.52,330.24,48.36,1.1,1,1,2,1,35.08,2,0.0
0,50.1,68.83,34.92,30.45,239.46,40.46,1.2,0,1,2,1,29.86,0,0.0
7,74.44,48.43,97.35,45.25,419.85,37.12,2.0,1,2,2,2,1.52,1,0.0
5,70.28,48.13,63.87,40.75,476.43,62.7,2.0,1,1,1,1,17.0,2,0.0
3,96.69,55.59,61.53,54.46,301.5,1.15,2.0,0,1,1,2,16.6,0,1.0
3,66.25,56.97,46.81,40.68,153.9,76.33,1.0,1,1,2,2,26.02,2,0.0
7,74.83,33.43,73.38,43.35,397.94,74.01,1.1,0,2,1,1,12.38,2,0.0
10,38.35,46.29,72.03,28.37,87.29,83.03,1.1,1,0,2,0,12.82,2,0.0
10,33.71,62.8,37.09,28.37,48.64,84.15,1.2,1,0,2,1,29.8,0,0.0
7,66.13,50.51,5.56,38.07,265.59,56.64,1.2,0,0,2,2,45.34,0,0.0
10,95.18,58.37,34.78,51.11,331.13,78.01,1.0,0,0,2,2,31.69,1,1.0
4,62.61,62.66,30.9,35.51,427.52,49.24,1.0,0,1,2,1,32.07,1,0.0
3,62.61,66.97,0.0,16.94,489.07,95.15,2.0,0,2,1,0,47.34,2,1.0
6,55.8,58.43,88.95,33.24,447.15,19.07,1.2,0,2,1,2,7.37,1,0.0
11,73.33,44.24,96.64,43.42,506.21,91.56,1.1,0,1,2,2,1.62,1,1.0
12,76.74,62.07,25.02,42.31,243.56,25.85,2.0,1,0,0,2,35.78,0,0.0
4,75.54,57.03,55.7,44.08,162.07,10.27,1.1,0,2,1,2,21.06,2,0.0
8,39.09,62.07,58.72,24.9,235.37,43.91,2.0,1,1,2,1,20.58,2,0.0
4,74.98,41.21,78.42,39.93,329.79,61.49,1.1,0,1,0,1,10.81,1,0.0
6,39.18,56.97,53.7,39.93,259.72,23.1,1.0,1,1,1,1,24.33,2,0.0
8,95.65,70.23,58.1,55.0,324.67,55.58,2.0,1,1,2,3,21.22,1,1.0
12,57.14,58.72,65.29,35.16,454.0,80.79,1.1,0,2,2,1,16.58,2,0.0
6,71.11,47.8,57.28,41.26,84.9,25.71,1.1,1,1,2,3,21.25,2,0.0
2,62.04,62.38,63.72,39.05,61.58,58.03,1.2,1,2,1,1,18.42,0,0.0
11,50.84,62.46,1.55,35.39,255.24,33.93,2.0,1,1,2,1,45.12,2,1.0
12,67.39,70.71,0.98,40.94,502.67,52.98,1.1,0,1,1,1,47.05,2,1.0
3,26.46,64.29,17.89,23.66,30.23,66.69,1.2,0,2,0,0,40.32,0,0.0
10,62.9,66.89,0.69,38.96,505.12,35.04,1.1,1,1,2,1,47.54,2,1.0
2,32.95,66.76,72.64,26.7,495.47,99.45,2.0,0,0,2,1,12.75,2,0.0
5,65.54,51.57,16.99,39.16,149.81,56.38,1.0,0,2,2,1,40.46,2,0.0
12,60.89,57.55,61.5,39.77,456.19,82.45,2.0,1,2,2,2,19.52,2,0.0
5,83.11,38.93,25.69,48.48,3.97,72.51,2.0,1,1,0,3,35.81,1,0.0
8,91.25,39.8,79.04,47.65,232.48,85.28,1.1,0,2,1,2,9.67,1,0.0
2,69.16,68.81,19.0,42.45,205.89,17.38,1.1,0,2,1,2,38.97,1,0.0
11,47.6,40.66,90.48,34.75,462.16,22.26,2.0,0,0,2,1,4.01,2,0.0
3,63.68,58.23,75.5,39.61,241.82,48.74,1.2,1,2,2,1,12.99,2,0.0
7,62.61,71.66,18.58,15.13,213.98,85.23,1.2,0,0,2,1,39.45,1,0.0
3,74.83,48.78,22.83,47.73,327.47,19.76,1.2,0,2,2,2,35.86,0,0.0
6,33.37,55.56,46.28,25.13,192.41,97.11,1.1,0,0,0,0,24.06,1,0.0
3,77.05,60.79,31.79,43.99,274.72,12.76,1.1,1,2,0,2,32.29,0,0.0
1,52.11,58.56,77.88,34.11,489.25,17.51,2.0,1,2,2,1,8.91,1,0.0
9,51.34,53.51,33.92,35.1,103.74,16.72,1.0,1,0,2,0,32.05,0,0.0
7,40.04,64.98,99.28,27.15,234.96,58.6,1.1,0,0,2,1,0.38,1,0.0
4,70.75,54.71,15.87,41.85,7.87,91.75,2.0,0,0,0,2,39.99,0,0.0
10,56.94,54.1,47.1,37.51,431.23,25.51,2.0,1,2,2,1,24.78,2,0.0
13,40.07,36.78,6.25,27.23,47.11,55.3,1.0,0,1,1,0,45.31,1,0.0
11,54.87,68.01,54.79,35.47,48.52,17.58,1.2,0,1,2,2,22.95,1,0.0
2,85.64,56.97,56.46,47.67,452.01,63.11,2.0,0,2,2,1,20.79,0,0.0
9,62.61,63.53,55.4,25.15,209.56,12.32,2.0,1,2,2,2,21.6,1,0.0
11,69.98,75.95,68.52,38.07,351.9,49.13,2.0,0,0,0,2,17.27,2,0.0
2,62.73,56.89,83.95,36.17,439.22,65.52,1.2,0,0,2,2,8.0,1,0.0
10,66.82,59.06,16.32,38.18,191.73,57.91,1.2,1,0,2,1,40.42,1,0.0
14,58.07,68.98,63.13,36.9,133.91,14.0,1.0,0,1,2,1,18.68,1,0.0
14,61.91,57.6,47.29,39.36,86.79,16.14,1.1,1,2,0,1,25.4,2,0.0
5,74.37,42.35,100.0,43.23,310.85,67.14,1.2,0,2,2,2,0.95,2,0.0
11,61.98,63.38,95.58,34.91,129.16,80.89,1.1,1,1,2,1,2.89,1,0.0
14,57.39,46.15,37.4,39.35,324.76,90.81,1.1,1,0,1,0,28.66,2,0.0
1,52.67,52.96,11.02,33.9,162.38,81.36,1.2,0,0,2,1,42.2,2,0.0
7,60.6,67.13,49.36,39.58,178.06,97.39,2.0,0,0,2,0,23.68,1,0.0
2,65.88,51.1,85.96,42.04,127.55,40.83,1.0,1,0,2,1,7.92,1,0.0
5,57.31,72.1,86.38,33.13,214.26,33.12,1.1,0,1,2,1,5.57,0,0.0
3,83.64,65.97,9.33,46.46,83.01,2.82,2.0,1,0,2,2,43.19,2,0.0
2,98.36,75.54,27.42,55.0,163.69,44.99,1.2,0,0,2,2,33.68,0,1.0
5,48.76,44.46,2.75,31.98,398.27,65.14,1.1,0,1,0,2,46.38,1,1.0
10,68.86,51.6,90.07,41.56,110.4,81.54,1.1,0,0,0,1,3.95,2,0.0
11,48.89,65.11,12.82,32.98,484.92,26.75,1.1,0,1,1,2,43.33,1,0.0
10,64.41,61.49,15.23,39.97,252.38,51.36,2.0,1,0,2,2,40.59,2,0.0
7,58.14,64.19,13.96,35.94,54.74,66.2,2.0,1,2,0,1,42.87,1,0.0
7,51.09,68.38,98.95,31.5,482.85,55.16,2.0,0,0,0,1,0.28,2,0.0
9,55.85,50.94,27.23,34.11,233.82,27.4,1.1,0,2,2,0,35.61,0,0.0
10,43.16,76.17,41.56,30.63,285.17,79.63,1.1,0,1,0,0,26.35,2,0.0
6,38.93,64.05,42.53,25.18,94.82,17.34,1.0,0,0,0,1,27.51,2,0.0
3,60.59,73.24,49.36,35.0,170.65,90.5,1.0,0,0,2,2,22.52,1,0.0
12,77.51,44.68,23.49,44.22,360.26,95.26,2.0,1,0,2,3,35.65,2,0.0
10,70.61,58.46,0.64,40.57,63.47,36.56,2.0,1,2,2,2,47.99,2,1.0
9,66.72,66.02,31.2,40.85,292.07,37.62,1.2,0,0,1,1,34.11,2,0.0
8,59.32,43.55,32.48,40.96,355.08,74.33,2.0,1,1,2,1,32.55,0,0.0
1,61.37,56.63,35.58,38.91,0.94,45.63,1.0,1,0,0,0,31.41,0,0.0
2,28.52,65.33,27.17,22.43,428.84,2.86,1.0,0,1,2,0,33.37,2,0.0
7,87.63,40.49,62.73,44.13,28.84,91.99,1.0,1,2,2,2,16.42,1,0.0
8,54.39,62.76,66.14,34.44,126.42,43.08,1.1,1,1,2,1,15.37,0,0.0
9,84.88,75.58,23.98,46.77,493.33,20.35,1.1,1,2,2,2,37.65,2,0.0
5,72.2,41.12,92.96,44.39,41.49,55.57,2.0,1,2,2,1,2.55,1,0.0
12,65.29,70.91,20.11,37.75,422.88,21.89,1.2,0,2,2,2,36.44,1,0.0
3,60.38,54.96,20.71,35.33,333.82,20.6,1.2,1,1,2,2,39.06,0,0.0
3,54.97,37.26,47.89,36.06,306.37,54.57,1.2,1,1,2,2,25.04,1,0.0
3,68.59,53.1,10.54,40.12,297.82,39.1,1.1,1,1,1,2,43.69,2,0.0
1,91.99,51.87,50.7,51.0,85.23,57.3,1.0,0,0,2,2,22.71,1,1.0
12,76.86,50.22,80.17,43.16,342.44,99.68,1.0,1,1,1,1,8.55,1,0.0
1,58.05,66.49,63.51,37.68,487.24,85.9,1.1,1,2,2,1,17.35,2,0.0
7,61.94,55.8,7.69,36.17,39.44,0.77,1.2,1,1,1,1,43.48,2,0.0
1,61.36,51.99,0.0,38.26,170.2,5.06,1.2,0,2,0,3,47.7,2,1.0
13,51.84,52.04,56.04,29.84,241.79,61.01,2.0,0,1,0,1,20.25,2,0.0
12,79.55,81.13,81.16,44.36,118.93,62.63,2.0,0,1,0,2,8.01,1,0.0
6,71.08,60.02,67.08,43.31,379.34,87.82,1.2,0,2,2,2,13.74,2,0.0
12,66.81,39.68,43.57,41.33,352.57,62.91,1.1,0,1,2,2,26.56,0,0.0
9,59.87,69.16,40.09,36.05,60.3,22.77,1.2,1,0,2,1,27.46,1,0.0
13,50.75,63.03,35.89,34.04,291.56,46.85,2.0,0,0,0,1,30.24,1,0.0
3,68.66,49.0,15.32,41.54,188.86,80.9,1.2,1,2,2,2,40.1,2,0.0
9,50.63,44.92,28.26,33.42,116.93,92.28,1.1,0,2,2,1,34.14,2,0.0
9,22.63,53.87,71.28,18.74,434.33,23.69,1.0,0,2,0,0,12.52,2,0.0
7,37.36,48.86,61.57,25.24,27.99,53.96,1.1,0,0,2,1,18.96,2,0.0
0,71.13,62.3,15.97,41.28,239.3,15.89,1.1,1,2,2,2,40.31,1,0.0
4,57.45,47.63,35.4,35.09,243.36,49.7,2.0,1,2,2,1,30.4,0,0.0
13,48.9,56.97,82.43,31.76,291.9,9.01,1.1,1,0,2,2,7.99,0,0.0
9,50.69,56.97,68.83,33.79,101.17,94.17,1.1,0,2,2,1,15.63,1,0.0
4,62.46,61.37,23.45,37.92,446.05,63.81,2.0,0,1,2,2,37.97,2,0.0
4,84.04,64.25,81.22,47.31,494.23,85.42,2.0,0,1,2,1,8.26,2,0.0
13,52.32,57.07,31.74,33.86,281.06,99.83,1.0,0,1,1,1,33.17,2,0.0
0,62.61,48.97,41.93,45.41,131.14,18.27,1.2,0,1,0,0,27.05,2,0.0
8,78.14,52.86,85.92,44.51,448.94,69.41,1.1,0,0,2,2,7.08,0,0.0
5,62.21,53.94,29.6,36.91,505.94,88.7,2.0,1,1,2,2,33.07,2,1.0
6,30.17,61.89,81.36,24.16,379.84,57.59,1.0,1,1,0,0,6.83,1,0.0
5,76.38,60.21,61.66,44.77,170.86,63.97,1.2,0,0,2,1,19.12,2,0.0
12,81.86,56.88,70.68,47.9,120.84,40.77,2.0,1,0,2,1,14.81,2,0.0
3,31.2,56.33,32.0,26.05,80.19,67.48,1.2,1,0,2,0,33.12,1,0.0
6,42.56,41.47,21.91,25.38,120.29,39.56,1.2,1,1,2,1,37.55,1,0.0
12,39.76,61.95,85.8,32.47,116.4,47.66,1.1,0,2,0,1,8.08,1,0.0
9,49.76,65.56,22.44,33.52,495.32,10.29,1.1,0,2,2,1,38.98,0,0.0
3,62.52,69.19,98.09,39.33,329.34,0.78,2.0,0,1,2,2,0.35,2,0.0
2,31.74,36.55,48.36,24.31,85.49,5.52,1.2,0,2,0,1,25.44,0,0.0
13,46.55,68.49,49.45,24.31,249.88,19.25,2.0,1,2,2,1,24.81,0,0.0
6,58.75,68.55,40.56,37.32,94.53,45.66,2.0,0,0,2,1,29.94,1,0.0
6,68.36,61.21,75.56,39.62,310.28,2.1,1.2,0,1,2,1,11.51,1,0.0
10,84.42,51.13,96.11,48.1,174.8,15.59,2.0,0,1,2,2,0.47,2,0.0
9,78.41,69.4,53.48,42.58,100.14,78.14,1.2,1,2,2,1,21.83,2,0.0
8,35.55,53.08,94.07,23.98,124.31,76.22,1.2,1,1,2,1,3.43,2,0.0
4,91.41,59.05,10.07,54.33,345.65,78.97,1.2,1,0,2,2,42.83,2,1.0
3,52.23,55.51,79.66,34.73,208.91,92.15,1.2,1,2,0,1,8.34,0,0.0
9,56.83,69.05,59.44,36.08,262.74,11.91,1.0,1,0,2,2,20.41,0,0.0
14,38.35,50.51,53.62,25.36,420.53,16.31,1.2,0,2,2,1,20.83,1,0.0
0,87.15,52.63,43.71,51.57,335.58,33.36,1.1,1,1,2,1,26.54,0,1.0
4,64.62,54.67,20.37,36.39,236.76,91.51,1.1,1,0,1,1,37.56,0,0.0
13,63.37,67.57,52.94,36.11,488.48,77.55,1.1,0,0,2,2,22.66,2,0.0
4,26.14,52.27,97.06,19.99,109.83,32.41,1.2,0,0,1,1,1.24,2,0.0
8,62.61,51.43,24.04,17.63,147.96,8.76,1.1,0,2,2,0,37.01,1,0.0
7,70.58,65.28,93.8,42.27,466.65,61.64,1.0,1,2,2,2,3.94,1,0.0
10,61.94,54.15,35.81,38.31,436.85,25.68,2.0,0,0,2,2,30.79,2,0.0
4,63.01,61.26,19.93,36.88,66.59,53.12,1.2,1,0,2,2,38.56,2,0.0
13,69.12,68.53,74.78,42.26,476.13,94.18,1.1,0,2,2,2,13.57,2,0.0
8,44.93,49.46,54.14,36.31,5.21,57.26,1.0,1,1,0,1,21.56,2,0.0
5,99.29,56.1,99.01,49.6,421.08,92.38,2.0,1,1,0,2,0.69,2,1.0
6,39.08,56.67,17.47,26.58,142.75,39.3,1.0,1,0,2,1,38.59,1,0.0
7,52.27,58.72,31.44,31.21,96.59,63.34,1.1,1,1,0,1,33.76,1,0.0
10,71.12,70.95,76.68,31.21,229.74,89.39,1.0,0,2,2,1,11.11,0,0.0
6,63.36,77.66,64.05,36.81,459.31,58.8,2.0,0,1,2,1,18.73,1,0.0
0,40.74,65.46,31.41,24.97,402.38,61.49,1.1,1,2,1,1,33.38,1,0.0
12,75.2,38.18,62.23,42.1,495.14,71.63,2.0,0,0,0,1,17.19,1,0.0
7,62.61,45.1,83.37,51.8,276.99,88.21,1.0,1,1,2,1,7.8,2,1.0
7,61.56,45.13,51.33,38.97,261.41,8.82,1.2,0,1,2,1,24.89,2,0.0
5,51.5,57.79,33.81,29.73,6.67,33.69,1.2,0,2,0,1,34.73,2,0.0
5,41.72,39.85,69.58,32.18,92.47,39.77,1.2,1,2,2,0,15.4,2,0.0
3,48.83,57.29,82.7,27.79,254.78,90.97,1.2,1,0,2,2,5.85,1,0.0
1,54.41,63.8,18.47,30.65,385.31,95.6,2.0,0,0,1,1,39.82,2,0.0
4,47.78,51.81,78.06,32.27,421.17,12.04,1.2,1,2,2,2,12.13,2,0.0
7,70.69,56.23,49.63,45.34,145.03,11.91,2.0,0,2,2,2,24.62,2,0.0
6,62.61,43.99,36.5,24.86,364.78,93.49,1.1,0,0,2,0,33.18,1,0.0
13,58.83,42.16,67.62,35.05,424.21,29.58,1.2,0,2,2,1,15.22,2,0.0
11,57.3,57.85,35.85,38.09,191.9,24.18,2.0,1,1,1,2,31.13,2,0.0
1,81.76,34.48,49.09,46.34,356.12,3.56,1.2,1,0,2,1,22.07,2,0.0
11,52.52,62.34,42.78,30.69,223.89,27.56,1.2,0,1,0,1,27.38,2,0.0
10,66.17,46.28,39.02,35.89,504.65,69.35,1.2,1,2,1,0,28.35,2,1.0
8,18.87,69.5,16.63,21.59,3.41,42.6,2.0,1,0,2,0,39.56,2,0.0
6,85.12,67.38,36.98,45.79,212.14,51.69,1.0,0,0,2,2,31.5,2,0.0
6,62.61,49.5,74.5,38.6,135.02,91.73,1.2,1,0,2,1,12.69,0,0.0
1,76.24,49.78,95.0,43.9,435.07,11.47,1.2,1,2,1,2,2.86,2,0.0
7,65.61,39.1,100.0,36.69,147.01,7.12,1.1,0,0,0,1,0.1,2,0.0
0,77.52,78.34,9.48,47.44,278.45,85.19,1.0,1,0,0,2,43.41,2,0.0
1,39.48,41.04,7.12,26.85,379.02,77.49,2.0,0,0,2,2,45.22,2,0.0
11,71.92,56.49,90.45,42.63,254.58,26.37,1.1,1,0,0,2,4.52,1,0.0
1,45.14,67.33,52.67,29.68,210.13,32.42,1.2,1,2,2,1,23.38,0,0.0
6,65.91,47.06,84.39,41.69,21.77,31.03,1.1,0,0,2,1,7.28,0,0.0
0,95.27,64.42,6.2,51.01,11.74,64.78,1.1,0,0,1,2,45.54,0,1.0
4,47.3,47.41,75.42,51.01,490.15,6.12,1.2,1,2,1,0,11.85,2,0.0
14,51.67,51.89,50.19,35.08,329.34,48.94,1.0,0,0,1,1,24.08,1,0.0
3,49.19,50.43,79.99,31.77,422.53,13.39,1.0,0,1,2,1,7.95,1,0.0
2,58.96,40.26,62.76,38.05,245.98,81.97,1.1,1,0,2,3,15.97,0,1.0
5,62.21,45.4,74.62,37.84,133.93,38.07,1.2,0,0,1,1,12.81,1,0.0
1,45.94,61.55,52.86,32.96,150.8,52.76,2.0,1,1,2,1,22.82,2,0.0
10,30.38,43.35,57.51,20.23,22.27,2.93,1.1,1,2,2,0,20.15,2,0.0
12,55.83,76.7,64.88,33.01,404.93,5.83,2.0,0,0,2,2,15.88,1,0.0
8,62.61,50.59,90.48,35.61,297.76,67.51,1.1,1,1,2,1,5.08,1,0.0
14,57.68,44.71,49.84,31.51,246.17,76.68,1.1,0,2,2,2,23.26,0,0.0
3,69.79,53.74,13.74,40.75,436.38,71.0,1.2,1,2,2,2,40.81,0,0.0
3,60.53,51.05,25.56,36.57,227.76,73.7,1.2,0,1,2,1,35.05,1,0.0
3,41.82,42.84,25.27,26.16,485.34,10.46,2.0,0,2,2,1,34.59,1,0.0
3,86.73,61.03,65.04,47.07,6.78,69.35,2.0,1,2,2,2,17.57,0,0.0
11,71.45,64.64,28.88,40.4,504.12,18.17,1.0,0,1,2,1,34.0,1,1.0
10,49.28,56.97,53.44,32.97,417.73,9.8,1.2,0,2,0,1,22.35,1,0.0
10,87.04,58.81,79.75,50.24,181.73,75.72,1.1,0,1,2,3,7.21,0,1.0
0,96.9,60.73,58.94,51.42,304.83,88.94,1.1,1,2,1,2,20.11,0,1.0
5,48.36,78.28,86.2,34.62,442.68,71.67,1.0,1,1,0,2,6.37,1,0.0
6,57.58,61.13,88.82,37.17,246.58,80.56,1.2,0,2,2,1,5.5,1,0.0
3,37.66,51.72,95.55,24.37,26.14,99.11,1.1,0,1,2,1,1.11,1,0.0
12,61.95,61.39,73.67,39.78,462.69,13.48,1.0,1,0,2,2,13.58,2,0.0
6,75.9,51.08,67.26,42.47,264.71,96.52,1.0,1,2,2,2,15.88,2,0.0
10,83.91,46.18,30.14,49.53,279.12,60.12,1.1,1,1,2,2,33.57,1,0.0
13,64.59,63.48,47.67,38.99,7.02,81.33,1.1,0,2,2,2,25.82,0,0.0
13,55.11,56.6,11.37,34.53,51.23,65.02,2.0,1,2,2,1,41.21,2,0.0
12,65.84,73.63,85.76,41.49,398.03,57.0,1.2,0,0,2,2,8.47,0,0.0
0,42.5,41.64,73.22,29.38,222.69,70.36,2.0,1,2,2,1,12.77,1,0.0
10,78.76,56.97,3.13,46.16,511.01,32.03,1.0,0,2,2,2,45.17,0,1.0
12,63.56,50.29,51.66,36.98,356.19,92.43,1.1,1,0,0,1,21.31,0,0.0
11,94.47,57.12,22.42,52.93,486.2,11.53,2.0,0,1,2,3,37.87,1,1.0
1,58.48,56.97,52.41,34.79,143.03,31.8,1.0,1,1,1,1,23.62,1,0.0
12,69.27,39.55,54.95,40.1,90.19,3.12,1.2,1,1,2,1,22.61,1,0.0
4,55.75,57.91,84.72,34.53,192.81,27.13,1.1,0,1,2,2,7.11,2,0.0
6,45.05,53.23,11.89,30.05,135.56,21.82,2.0,1,1,2,1,40.86,1,0.0
14,74.13,37.04,92.56,30.05,314.04,4.96,1.2,1,1,2,1,3.76,1,0.0
9,70.13,59.76,70.88,40.59,381.15,49.18,2.0,1,0,2,2,14.89,1,0.0
0,75.5,55.59,31.12,44.8,205.87,46.86,1.0,1,1,2,2,32.33,0,0.0
12,93.95,76.95,47.6,52.18,46.0,7.77,1.2,0,0,2,2,24.35,2,1.0
10,97.49,66.64,14.34,54.7,13.48,26.19,2.0,0,2,2,2,42.31,1,1.0
8,86.36,63.13,95.98,52.81,111.63,95.33,1.2,1,0,0,2,1.89,1,1.0
13,83.12,56.48,33.88,49.84,375.03,11.07,1.0,0,0,2,2,31.17,2,0.0
4,53.94,56.62,51.28,33.19,113.43,30.5,1.2,0,0,2,2,22.92,2,0.0
5,61.36,72.55,83.59,36.46,466.42,3.59,2.0,0,0,2,2,7.41,2,0.0
3,34.39,63.18,25.33,25.43,333.64,14.89,1.0,0,1,2,1,35.68,2,0.0
9,70.67,43.61,58.78,44.53,441.39,69.94,1.1,0,2,1,2,19.74,2,0.0
7,64.62,55.38,48.79,40.69,197.54,36.67,2.0,1,2,1,2,25.52,2,0.0
0,71.75,54.93,3.73,44.63,503.58,45.21,2.0,0,2,2,1,46.43,1,1.0
14,70.52,44.86,53.13,39.86,347.9,15.7,1.0,1,0,0,1,23.34,0,0.0
9,52.48,67.18,16.09,34.1,182.76,68.21,1.0,0,0,0,1,39.52,2,0.0
12,61.05,51.22,24.42,41.87,108.82,75.15,1.1,1,1,0,1,36.94,0,0.0
11,41.56,53.78,33.66,27.6,443.66,18.11,2.0,1,1,1,1,31.81,1,0.0
13,39.49,77.48,8.99,26.59,162.87,4.5,1.0,1,2,1,1,43.05,0,0.0
10,61.01,61.73,72.84,35.87,22.71,8.09,1.1,0,0,2,1,12.08,2,0.0
13,65.04,65.63,18.82,42.01,142.67,65.7,1.1,0,0,2,1,39.4,1,0.0
5,54.77,44.48,62.93,31.62,91.88,13.55,1.0,1,0,2,1,18.13,2,0.0
11,36.68,58.0,17.4,25.65,163.7,49.39,2.0,1,2,2,1,39.0,2,0.0
3,69.64,62.7,50.55,42.36,313.99,15.26,1.2,0,2,2,1,23.7,1,0.0
10,70.36,65.9,12.25,40.94,256.22,17.01,1.2,0,0,0,1,41.17,2,0.0
6,54.86,68.99,11.38,34.58,363.96,0.44,1.1,1,0,2,1,42.95,0,0.0
2,62.61,43.58,42.35,15.33,170.92,32.08,1.2,0,2,2,1,28.69,1,0.0
4,62.61,63.41,46.86,41.67,61.34,8.98,1.2,0,2,2,1,24.37,0,0.0
13,37.86,44.08,20.44,27.92,82.06,39.4,1.0,0,1,0,1,37.6,2,0.0
8,49.88,54.57,77.34,33.59,408.21,59.78,1.1,0,1,0,0,12.82,2,0.0
13,51.23,55.65,98.87,33.96,50.17,36.75,2.0,0,1,2,1,0.74,0,0.0
9,52.05,51.37,64.15,36.18,408.64,70.51,1.1,0,0,0,2,19.54,2,0.0
13,67.64,67.95,51.87,38.5,108.87,74.15,1.0,1,0,2,2,24.37,2,0.0
0,38.89,59.18,68.28,27.79,347.34,69.66,1.2,1,0,2,1,14.27,2,0.0
13,68.9,46.22,59.86,38.23,319.03,93.67,2.0,1,2,2,2,18.4,1,0.0
2,62.05,53.75,85.8,35.72,50.31,23.73,1.1,1,1,1,1,6.39,2,0.0
2,56.16,42.87,68.04,36.09,340.92,18.95,1.2,1,2,2,1,13.31,2,0.0
3,67.1,56.86,77.38,39.93,229.12,60.97,1.1,1,2,2,2,11.52,2,0.0
14,81.41,56.97,66.9,46.74,362.07,59.49,2.0,0,2,1,2,14.45,0,0.0
6,64.54,52.37,70.59,41.48,427.76,51.01,1.1,0,0,0,2,14.35,2,0.0
8,45.66,67.08,44.99,31.95,20.22,0.44,1.1,1,0,1,1,26.83,1,0.0
13,65.12,67.35,77.65,38.03,331.76,55.52,1.1,1,2,2,1,12.03,0,0.0
