App_Name,CPU_Usage,Memory_Usage,Battery_Level,Temperature,Disk_Space,Network_Signal,App_Version,Error_Logs,Device_Model,Session_Time,Num_App_Crashes,Duration_Since_Last_Charge,App_Usage_Level,Crash_Label
Spotify,59.87,69.16,40.09,36.05,60.3,22.77,1.2,1,Model_A,165.77,1,27.46,Low,0.0
WhatsApp,50.75,63.03,35.89,34.04,291.56,46.85,2.0,0,Model_A,184.15,1,30.24,Low,0.0
Google Maps,68.66,49.0,15.32,41.54,188.86,80.9,1.2,1,Model_C,166.38,2,40.1,Medium,0.0
Spotify,50.63,44.92,28.26,33.42,116.93,92.28,1.1,0,Model_C,172.0,1,34.14,Medium,0.0
Spotify,22.63,53.87,71.28,18.74,434.33,23.69,1.0,0,Model_C,192.77,0,12.52,Medium,0.0
Slack,37.36,48.86,61.57,25.24,27.99,53.96,1.1,0,Model_A,176.23,1,18.96,Medium,0.0
Amazon,71.13,62.3,15.97,41.28,239.3,15.89,1.1,1,Model_C,179.95,2,40.31,Low,0.0
Instagram,57.45,47.63,35.4,35.09,243.36,49.7,2.0,1,Model_C,168.77,1,30.4,High,0.0
WhatsApp,48.9,56.97,82.43,31.76,291.9,9.01,1.1,1,Model_A,178.38,2,7.99,High,0.0
Spotify,50.69,56.97,68.83,33.79,101.17,94.17,1.1,0,Model_C,180.04,1,15.63,Low,0.0
Instagram,62.46,61.37,23.45,37.92,446.05,63.81,2.0,0,Model_B,175.72,2,37.97,Medium,0.0
Instagram,84.04,64.25,81.22,47.31,494.23,85.42,2.0,0,Model_B,170.22,1,8.26,Medium,0.0
WhatsApp,52.32,57.07,31.74,33.86,281.06,99.83,1.0,0,Model_B,153.05,1,33.17,Medium,0.0
Amazon,62.61,48.97,41.93,45.41,131.14,18.27,1.2,0,Model_B,181.56,0,27.05,Medium,0.0
Snapchat,78.14,52.86,85.92,44.51,448.94,69.41,1.1,0,Model_A,160.61,2,7.08,High,0.0
Lyft,62.21,53.94,29.6,36.91,505.94,88.7,2.0,1,Model_B,173.89,2,33.07,Medium,1.0
Netflix,30.17,61.89,81.36,24.16,379.84,57.59,1.0,1,Model_B,180.85,0,6.83,Low,0.0
Lyft,76.38,60.21,61.66,44.77,170.86,63.97,1.2,0,Model_A,174.61,1,19.12,Medium,0.0
Uber,81.86,56.88,70.68,47.9,120.84,40.77,2.0,1,Model_A,162.78,1,14.81,Medium,0.0
Google Maps,31.2,56.33,32.0,26.05,80.19,67.48,1.2,1,Model_A,163.94,0,33.12,Low,0.0
Netflix,42.56,41.47,21.91,25.38,120.29,39.56,1.2,1,Model_B,173.04,1,37.55,Low,0.0
Uber,39.76,61.95,85.8,32.47,116.4,47.66,1.1,0,Model_C,185.76,1,8.08,Low,0.0
Spotify,49.76,65.56,22.44,33.52,495.32,10.29,1.1,0,Model_C,174.85,1,38.98,High,0.0
Google Maps,62.52,69.19,98.09,39.33,329.34,0.78,2.0,0,Model_B,167.71,2,0.35,Medium,0.0
Facebook,31.74,36.55,48.36,24.31,85.49,5.52,1.2,0,Model_C,183.23,1,25.44,High,0.0
WhatsApp,46.55,68.49,49.45,24.31,249.88,19.25,2.0,1,Model_C,163.66,1,24.81,High,0.0
Netflix,58.75,68.55,40.56,37.32,94.53,45.66,2.0,0,Model_A,170.8,1,29.94,Low,0.0
Netflix,68.36,61.21,75.56,39.62,310.28,2.1,1.2,0,Model_B,164.03,1,11.51,Low,0.0
Telegram,84.42,51.13,96.11,48.1,174.8,15.59,2.0,0,Model_B,179.47,2,0.47,Medium,0.0
Spotify,78.41,69.4,53.48,42.58,100.14,78.14,1.2,1,Model_C,159.93,1,21.83,Medium,0.0
Snapchat,35.55,53.08,94.07,23.98,124.31,76.22,1.2,1,Model_B,174.81,1,3.43,Medium,0.0
Instagram,91.41,59.05,10.07,54.33,345.65,78.97,1.2,1,Model_A,174.94,2,42.83,Medium,1.0
Google Maps,52.23,55.51,79.66,34.73,208.91,92.15,1.2,1,Model_C,187.81,1,8.34,High,0.0
Spotify,56.83,69.05,59.44,36.08,262.74,11.91,1.0,1,Model_A,168.22,2,20.41,High,0.0
YouTube,38.35,50.51,53.62,25.36,420.53,16.31,1.2,0,Model_C,169.89,1,20.83,Low,0.0
Amazon,87.15,52.63,43.71,51.57,335.58,33.36,1.1,1,Model_B,173.0,1,26.54,High,1.0
Instagram,64.62,54.67,20.37,36.39,236.76,91.51,1.1,1,Model_A,156.31,1,37.56,High,0.0
WhatsApp,63.37,67.57,52.94,36.11,488.48,77.55,1.1,0,Model_A,168.65,2,22.66,Medium,0.0
Instagram,26.14,52.27,97.06,19.99,109.83,32.41,1.2,0,Model_A,157.57,1,1.24,Medium,0.0
Snapchat,62.61,51.43,24.04,17.63,147.96,8.76,1.1,0,Model_C,179.59,0,37.01,Low,0.0
Slack,70.58,65.28,93.8,42.27,466.65,61.64,1.0,1,Model_C,164.62,2,3.94,Low,0.0
Telegram,61.94,54.15,35.81,38.31,436.85,25.68,2.0,0,Model_A,168.09,2,30.79,Medium,0.0
Instagram,63.01,61.26,19.93,36.88,66.59,53.12,1.2,1,Model_A,163.12,2,38.56,Medium,0.0
WhatsApp,69.12,68.53,74.78,42.26,476.13,94.18,1.1,0,Model_C,162.17,2,13.57,Medium,0.0
Snapchat,44.93,49.46,54.14,36.31,5.21,57.26,1.0,1,Model_B,196.91,1,21.56,Medium,0.0
Lyft,99.29,56.1,99.01,49.6,421.08,92.38,2.0,1,Model_B,181.59,2,0.69,Medium,1.0
Netflix,39.08,56.67,17.47,26.58,142.75,39.3,1.0,1,Model_A,168.47,1,38.59,Low,0.0
Slack,52.27,58.72,31.44,31.21,96.59,63.34,1.1,1,Model_B,181.38,1,33.76,Low,0.0
Telegram,71.12,70.95,76.68,31.21,229.74,89.39,1.0,0,Model_C,175.5,1,11.11,High,0.0
Netflix,63.36,77.66,64.05,36.81,459.31,58.8,2.0,0,Model_B,167.25,1,18.73,Low,0.0
Amazon,40.74,65.46,31.41,24.97,402.38,61.49,1.1,1,Model_C,147.07,1,33.38,Low,0.0
Uber,75.2,38.18,62.23,42.1,495.14,71.63,2.0,0,Model_A,186.35,1,17.19,Low,0.0
Slack,62.61,45.1,83.37,51.8,276.99,88.21,1.0,1,Model_B,161.01,1,7.8,Medium,1.0
Slack,61.56,45.13,51.33,38.97,261.41,8.82,1.2,0,Model_B,177.16,1,24.89,Medium,0.0
Lyft,51.5,57.79,33.81,29.73,6.67,33.69,1.2,0,Model_C,180.78,1,34.73,Medium,0.0
Lyft,41.72,39.85,69.58,32.18,92.47,39.77,1.2,1,Model_C,172.63,0,15.4,Medium,0.0
Google Maps,48.83,57.29,82.7,27.79,254.78,90.97,1.2,1,Model_A,174.84,2,5.85,Low,0.0
Discord,54.41,63.8,18.47,30.65,385.31,95.6,2.0,0,Model_A,152.18,1,39.82,Medium,0.0
Instagram,47.78,51.81,78.06,32.27,421.17,12.04,1.2,1,Model_C,171.82,2,12.13,Medium,0.0
Slack,70.69,56.23,49.63,45.34,145.03,11.91,2.0,0,Model_C,163.59,2,24.62,Medium,0.0
Netflix,62.61,43.99,36.5,24.86,364.78,93.49,1.1,0,Model_A,172.05,0,33.18,Low,0.0
WhatsApp,58.83,42.16,67.62,35.05,424.21,29.58,1.2,0,Model_C,173.17,1,15.22,Medium,0.0
Twitter,57.3,57.85,35.85,38.09,191.9,24.18,2.0,1,Model_B,152.58,2,31.13,Medium,0.0
Discord,81.76,34.48,49.09,46.34,356.12,3.56,1.2,1,Model_A,168.1,1,22.07,Medium,0.0
Twitter,52.52,62.34,42.78,30.69,223.89,27.56,1.2,0,Model_B,182.28,1,27.38,Medium,0.0
Telegram,66.17,46.28,39.02,35.89,504.65,69.35,1.2,1,Model_C,155.96,0,28.35,Medium,1.0
Snapchat,18.87,69.5,16.63,21.59,3.41,42.6,2.0,1,Model_A,178.06,0,39.56,Medium,0.0
Netflix,85.12,67.38,36.98,45.79,212.14,51.69,1.0,0,Model_A,171.57,2,31.5,Medium,0.0
Netflix,62.61,49.5,74.5,38.6,135.02,91.73,1.2,1,Model_A,173.48,1,12.69,High,0.0
Discord,76.24,49.78,95.0,43.9,435.07,11.47,1.2,1,Model_C,145.78,2,2.86,Medium,0.0
Slack,65.61,39.1,100.0,36.69,147.01,7.12,1.1,0,Model_A,183.17,1,0.1,Medium,0.0
Amazon,77.52,78.34,9.48,47.44,278.45,85.19,1.0,1,Model_A,185.56,2,43.41,Medium,0.0
Discord,39.48,41.04,7.12,26.85,379.02,77.49,2.0,0,Model_A,173.78,2,45.22,Medium,0.0
Twitter,71.92,56.49,90.45,42.63,254.58,26.37,1.1,1,Model_A,197.13,2,4.52,Low,0.0
Discord,45.14,67.33,52.67,29.68,210.13,32.42,1.2,1,Model_C,163.78,1,23.38,High,0.0
Netflix,65.91,47.06,84.39,41.69,21.77,31.03,1.1,0,Model_A,160.27,1,7.28,High,0.0
Amazon,95.27,64.42,6.2,51.01,11.74,64.78,1.1,0,Model_A,157.4,2,45.54,High,1.0
Instagram,47.3,47.41,75.42,51.01,490.15,6.12,1.2,1,Model_C,159.05,0,11.85,Medium,0.0
YouTube,51.67,51.89,50.19,35.08,329.34,48.94,1.0,0,Model_A,148.14,1,24.08,Low,0.0
Google Maps,49.19,50.43,79.99,31.77,422.53,13.39,1.0,0,Model_B,176.41,1,7.95,Low,0.0
Facebook,58.96,40.26,62.76,38.05,245.98,81.97,1.1,1,Model_A,178.99,3,15.97,High,1.0
Lyft,62.21,45.4,74.62,37.84,133.93,38.07,1.2,0,Model_A,142.81,1,12.81,Low,0.0
Discord,45.94,61.55,52.86,32.96,150.8,52.76,2.0,1,Model_B,161.28,1,22.82,Medium,0.0
Telegram,30.38,43.35,57.51,20.23,22.27,2.93,1.1,1,Model_C,160.66,0,20.15,Medium,0.0
Uber,55.83,76.7,64.88,33.01,404.93,5.83,2.0,0,Model_A,174.11,2,15.88,Low,0.0
Snapchat,62.61,50.59,90.48,35.61,297.76,67.51,1.1,1,Model_B,179.59,1,5.08,Low,0.0
YouTube,57.68,44.71,49.84,31.51,246.17,76.68,1.1,0,Model_C,176.94,2,23.26,High,0.0
Google Maps,69.79,53.74,13.74,40.75,436.38,71.0,1.2,1,Model_C,178.55,2,40.81,High,0.0
Google Maps,60.53,51.05,25.56,36.57,227.76,73.7,1.2,0,Model_B,176.73,1,35.05,Low,0.0
Google Maps,41.82,42.84,25.27,26.16,485.34,10.46,2.0,0,Model_C,178.49,1,34.59,Low,0.0
Google Maps,86.73,61.03,65.04,47.07,6.78,69.35,2.0,1,Model_C,171.87,2,17.57,High,0.0
Twitter,71.45,64.64,28.88,40.4,504.12,18.17,1.0,0,Model_B,171.39,1,34.0,Low,1.0
Telegram,49.28,56.97,53.44,32.97,417.73,9.8,1.2,0,Model_C,181.09,1,22.35,Low,0.0
Telegram,87.04,58.81,79.75,50.24,181.73,75.72,1.1,0,Model_B,173.42,3,7.21,High,1.0
Amazon,96.9,60.73,58.94,51.42,304.83,88.94,1.1,1,Model_C,157.35,2,20.11,High,1.0
Lyft,48.36,78.28,86.2,34.62,442.68,71.67,1.0,1,Model_B,183.29,2,6.37,Low,0.0
Netflix,57.58,61.13,88.82,37.17,246.58,80.56,1.2,0,Model_C,169.45,1,5.5,Low,0.0
Google Maps,37.66,51.72,95.55,24.37,26.14,99.11,1.1,0,Model_B,161.99,1,1.11,Low,0.0
Uber,61.95,61.39,73.67,39.78,462.69,13.48,1.0,1,Model_A,166.19,2,13.58,Medium,0.0
Netflix,75.9,51.08,67.26,42.47,264.71,96.52,1.0,1,Model_C,172.11,2,15.88,Medium,0.0
Telegram,83.91,46.18,30.14,49.53,279.12,60.12,1.1,1,Model_B,166.77,2,33.57,Low,0.0
WhatsApp,64.59,63.48,47.67,38.99,7.02,81.33,1.1,0,Model_C,172.8,2,25.82,High,0.0
WhatsApp,55.11,56.6,11.37,34.53,51.23,65.02,2.0,1,Model_C,171.84,1,41.21,Medium,0.0
Uber,65.84,73.63,85.76,41.49,398.03,57.0,1.2,0,Model_A,171.57,2,8.47,High,0.0
Amazon,42.5,41.64,73.22,29.38,222.69,70.36,2.0,1,Model_C,171.98,1,12.77,Low,0.0
Telegram,78.76,56.97,3.13,46.16,511.01,32.03,1.0,0,Model_C,164.36,2,45.17,High,1.0
