App_Name,CPU_Usage,Memory_Usage,Battery_Level,Temperature,Disk_Space,Network_Signal,App_Version,Error_Logs,Device_Model,Session_Time,Num_App_Crashes,App_Usage_Level,Crash_Label
3,0.6895699456253089,0.3430109594308786,0.2282999999999999,0.8276434329065907,0.6396421036180355,0.1976,0.1999999999999999,0.0,2,2,0.5,0,0.0
6,0.1772120612951062,0.4733705056719861,0.4628,0.2918444760550023,0.375791201062749,0.9711,0.1,0.0,0,0,0.0,1,0.0
3,0.7170044488383588,0.5739280907517784,0.3179,0.7389758179231863,0.5365906071735563,0.1276,0.1,1.0,2,0,0.5,0,0.0
1,0.4087988136431043,0.5310517208229186,0.7787999999999999,0.5047415836889521,0.9556927404860514,0.1751,1.0,1.0,2,2,0.25,1,0.0
9,0.3992832427088482,0.4339550086521822,0.3392,0.5282124229492651,0.2025670078924748,0.1672,0.0,1.0,0,2,0.0,0,0.0
7,0.259639149777558,0.6544895212459143,0.9928,0.3397344713134186,0.4589161522231773,0.586,0.1,0.0,0,2,0.25,1,0.0
4,0.639149777558082,0.4570274947125552,0.1586999999999999,0.6882408724513988,0.0152770180511057,0.9175,1.0,0.0,0,0,0.5,0,0.0
10,0.4684873949579831,0.4452989809651989,0.471,0.5853485064011379,0.8423458623114792,0.2551,1.0,1.0,2,2,0.25,2,0.0
13,0.2600098863074641,0.1122860988271486,0.0625,0.3416311047889995,0.0919356099085723,0.5529999999999999,0.0,0.0,1,1,0.0,1,0.0
11,0.4429065743944636,0.7127475485483562,0.5478999999999999,0.5369843527738264,0.0946901617566617,0.1757999999999999,0.1999999999999999,0.0,1,2,0.5,1,0.0
2,0.8231586752347998,,0.5646,0.8262209577999052,0.8829413143705556,0.6311,1.0,0.0,2,2,0.25,0,0.0
9,0.5359614434008897,0.6266102672562969,0.5539999999999999,0.2923186344238975,0.4092951473001484,0.1232,1.0,1.0,2,2,0.5,1,0.0
11,0.6296342066238261,0.8654104979811574,0.6851999999999999,0.5986249407302039,0.6873681331562084,0.4913,1.0,0.0,0,0,0.5,2,0.0
2,0.5400395452298565,0.4989425110555662,0.8395,0.5535798956851589,0.8579549894506525,0.6552,0.1999999999999999,0.0,0,2,0.5,1,0.0
10,0.5905832921403854,0.5406652566814074,0.1632,0.6012328117591276,0.3744627647104789,0.5791,0.1999999999999999,1.0,0,2,0.25,1,0.0
14,0.4824518042511121,0.7313978081138243,0.6313,0.570886676149834,0.2615066031101039,0.14,0.0,0.0,1,2,0.25,1,0.0
14,0.5299060800790903,0.5125937319746202,0.4729,0.6292081555239449,0.1694537782292725,0.1614,0.1,1.0,2,0,0.25,2,0.0
5,0.6838853188334157,0.2193808882907133,1.0,0.7209577999051683,0.6071735563022583,0.6714,0.1999999999999999,0.0,2,2,0.5,2,0.0
11,0.5307711319822046,0.6237262064987501,0.9558,0.5237079184447605,0.2522270844729233,0.8089,0.1,1.0,1,2,0.25,1,0.0
14,0.4740484429065744,0.2924437608152277,0.374,0.6289710763394974,0.634347894037665,0.9081,0.1,1.0,0,1,0.0,2,0.0
1,0.4157192288680178,0.4233801192078446,0.1101999999999999,0.4997629208155523,0.3171251074470578,0.8136,0.1999999999999999,0.0,0,2,0.25,2,0.0
7,0.5137172516065249,0.6958277254374158,0.4936,0.6344238975817923,0.3477572868641088,0.9739,1.0,0.0,0,2,0.0,1,0.0
2,0.5789668808699949,0.3876177658142664,0.8595999999999999,0.6927453769559032,0.2490818160506368,0.4083,0.0,1.0,0,2,0.25,1,0.0
5,0.4730598121601582,0.7913862718707939,0.8637999999999999,0.4815078236130868,0.4184769867937797,0.3312,0.1,0.0,1,2,0.25,0,0.0
3,0.7984429065743944,0.6735243222457219,0.0933,0.797534376481745,0.1620692349769477,0.0282,1.0,1.0,0,2,0.5,2,0.0
2,0.9803509639149776,0.8575273985771967,0.2742,1.0,0.3196843010080487,0.4499,0.1999999999999999,0.0,0,2,0.5,0,1.0
5,0.3673999011369253,0.2599500096135358,0.0275,0.4542437174016121,0.7779557708838009,0.6514,0.1,0.0,1,0,0.5,1,1.0
10,0.615793376173999,0.3972313016727552,0.9007,0.6813655761024182,0.2155778698132374,0.8154,0.1,0.0,0,0,0.25,2,0.0
11,0.3690064260998517,0.6569890405691213,0.1282,0.4779516358463726,0.9472337266546847,0.2675,0.1,0.0,1,1,0.5,1,0.0
10,0.5608007909045971,0.5873870409536627,0.1523,0.6436699857752489,0.4929475658357427,0.5136,1.0,1.0,0,2,0.5,2,0.0
7,0.4833168561542263,0.639300134589502,0.1396,0.5481270744428639,0.1068414472141908,0.662,1.0,1.0,2,0,0.25,1,0.0
7,0.3961937716262976,0.7198615650836376,0.9895,0.442863916548127,0.943189810111745,0.5516,1.0,0.0,0,0,0.25,2,0.0
9,0.4550173010380622,0.3845414343395499,0.2723,0.5047415836889521,0.4566890677502539,0.2739999999999999,0.1,0.0,2,2,0.0,0,0.0
10,0.2981957488877903,0.8696404537588925,0.4156,0.4222380275011854,0.5570055481753536,0.7963,0.1,0.0,1,0,0.0,2,0.0
6,0.2459218981710331,0.6366083445491251,0.4253,0.2930298719772404,0.1851410486832851,0.1734,0.0,0.0,0,0,0.25,2,0.0
3,0.513593672763223,0.8133051336281483,0.4936,0.525841631104789,0.333281237790107,0.905,0.0,0.0,0,2,0.5,1,0.0
12,0.7226890756302521,0.2641799653912708,0.2349,0.7444286391654812,0.7037000859576463,0.9526,1.0,1.0,0,2,0.75,2,0.0
10,0.6374196737518536,0.5291290136512209,0.0064,0.6578947368421053,0.1238962256778932,0.3656,1.0,1.0,2,2,0.5,2,1.0
9,0.5893475037073652,0.6744856758315707,0.312,0.6645329540066383,0.5704852699851527,0.3762,0.1999999999999999,0.0,0,1,0.25,2,0.0
8,0.4978991596638655,0.2424533743510862,0.3248,0.6671408250355619,0.693580526685942,0.7433,1.0,1.0,1,2,0.25,0,0.0
1,0.523232822540781,0.493943472409152,0.3558,0.6185395922238026,0.0017386887551769,0.4563,0.0,1.0,0,0,0.0,0,0.0
2,0.1172763222936233,0.6612189963468563,0.2717,0.2278330962541488,0.8376767992498241,0.0286,0.0,0.0,1,2,0.0,2,0.0
7,0.847750865051903,0.1836185348971351,0.6273,0.7422949265054529,0.0562436508556693,0.9199,0.0,1.0,2,2,0.5,1,0.0
8,0.4369747899159664,0.6118054220342241,0.6614,0.512565196775723,0.2468742674064234,0.4307999999999999,0.1,1.0,1,2,0.25,0,0.0
9,0.8137666831438457,0.8582964814458757,0.2398,0.8048838311996207,0.9636633585996718,0.2035,0.1,1.0,2,2,0.5,2,0.0
5,0.6570687098368759,0.1957315900788309,0.9296,0.7484589853010906,0.0809564741736344,0.5557,1.0,1.0,2,2,0.25,1,0.0
12,0.5716757291151755,0.7685060565275907,0.2011,0.5910384068278806,0.8260334453387512,0.2189,0.1999999999999999,0.0,2,2,0.5,1,0.0
3,0.5109985170538803,0.4618342626417996,0.2071,0.5336652441915599,0.6520473548487926,0.206,0.1999999999999999,1.0,1,2,0.5,0,0.0
3,0.4441423628274838,0.1215150932512977,0.4789,0.5509720246562352,0.5984215050402438,0.5457,0.1999999999999999,1.0,1,2,0.5,1,0.0
3,0.6124567474048443,0.4260719092482214,0.1054,0.647226173541963,0.5817183714933187,0.391,0.1,1.0,1,1,0.5,2,0.0
1,0.9016312407315866,0.402422611036339,0.507,0.9051683262209578,0.1664061889505353,0.573,0.0,0.0,0,2,0.5,1,1.0
12,0.7146564508156203,0.3706979427033262,0.8017,0.719298245614035,0.6688872391966867,0.9968,0.0,1.0,1,1,0.25,1,0.0
1,0.4822046465645081,0.6835223995385502,0.6351,0.5893788525367473,0.9517660389153708,0.8590000000000001,0.1,1.0,2,2,0.25,2,0.0
7,0.5302768166089965,0.4779850028840606,0.0769,0.5535798956851589,0.0769516292881144,0.0077,0.1999999999999999,1.0,1,1,0.25,2,0.0
1,0.5231092436974789,0.4047298596423764,0.0,0.6031294452347084,0.3324021254981636,0.0506,0.1999999999999999,0.0,2,0,0.75,2,1.0
13,0.4054621848739496,0.4056912132282252,0.5604,0.4035087719298245,0.4722591232320074,0.6101,1.0,0.0,1,0,0.25,2,0.0
12,0.7478991596638654,0.9650067294751008,0.8116,0.7477477477477478,0.2322419317027428,0.6263000000000001,1.0,0.0,1,0,0.5,1,0.0
6,0.6432278793870488,0.5591232455297058,0.6708,0.7228544333807492,0.7409744471360474,0.8782,0.1999999999999999,0.0,2,2,0.5,2,0.0
12,0.5904597132970836,0.1680446068063833,0.4357,0.6759127548601233,0.6886770336797686,0.6291,0.1,0.0,1,2,0.5,0,0.0
9,0.504695996045477,0.7348586810228801,0.4009,0.5507349454717875,0.1177033679768695,0.2276999999999999,0.1999999999999999,1.0,0,2,0.25,1,0.0
13,0.3919920909540286,0.6169967313978081,0.3589,0.5030820293978189,0.5694889427209502,0.4685,1.0,0.0,0,0,0.25,1,0.0
3,0.6133217993079584,0.3472409152086136,0.1532,0.680891417733523,0.3688559818707509,0.809,0.1999999999999999,1.0,2,2,0.5,2,0.0
9,0.3905091448344043,0.2687944626033455,0.2826,0.4883831199620673,0.228334765960772,0.9228,0.1,0.0,2,2,0.25,2,0.0
9,0.0444883835887295,0.440876754470294,0.7128,0.1403508771929824,0.8484019692115339,0.2369,0.0,0.0,2,0,0.0,2,0.0
7,0.2265200197726149,0.3445491251682368,0.6157,0.294452347083926,0.0545831054153317,0.5396,0.1,0.0,0,2,0.25,2,0.0
0,0.643845773603559,0.6029609690444144,0.1597,0.6747273589378853,0.4673947018832539,0.1589,0.1,1.0,2,2,0.5,1,0.0
4,0.4747899159663866,0.3208998269563545,0.354,0.5279753437648175,0.4753262483394546,0.497,1.0,1.0,2,2,0.25,0,0.0
13,0.3691300049431537,0.5006729475100941,0.8243,0.4490279753437649,0.5701531608970852,0.0901,0.1,1.0,0,2,0.5,0,0.0
9,0.3912506178942164,0.5006729475100941,0.6883,0.4971550497866287,0.1975462999140423,0.9417,0.1,0.0,2,2,0.25,1,0.0
4,0.5367029164607019,0.5850797923476253,0.2345,0.5950687529634898,0.8712979604594827,0.6381,1.0,0.0,1,2,0.5,2,0.0
4,0.8033860603064755,0.6404537588925207,0.8122,0.8176861071597914,0.9654215831835586,0.8542000000000001,1.0,0.0,1,3,0.25,2,0.0
13,0.4113939693524468,0.5024033839646221,0.3173999999999999,0.4988146040777619,0.5489763225756037,0.9983,0.0,0.0,1,1,0.25,2,0.0
0,0.5359614434008897,0.3466641030571043,0.4193,0.7726410621147463,0.2560951785574744,0.1827,0.1999999999999999,0.0,1,0,0.0,2,0.0
8,0.7304745427582797,0.4214574120361468,0.8592,0.7513039355144617,0.8769438149566304,0.6940999999999999,0.1,0.0,0,2,0.5,0,0.0
5,0.5336134453781513,0.4422226494904825,0.296,0.5711237553342816,0.9882980386027976,0.887,1.0,1.0,1,2,0.5,2,1.0
6,0.1376668314384577,0.5950778696404537,0.8136,0.2688477951635846,0.7419512385715401,0.5759000000000001,0.0,1.0,1,0,0.0,1,0.0
5,0.708724666337123,0.5627763891559315,0.6165999999999999,0.7574679943100996,0.333691490193014,0.6396999999999999,0.1999999999999999,0.0,0,2,0.25,2,0.0
12,0.7764458724666337,0.4987502403383964,0.7068000000000001,0.8316737790422001,0.2359732749863249,0.4077,1.0,1.0,0,2,0.25,2,0.0
3,0.1503954522985664,0.4881753508940587,0.32,0.3136557610241821,0.1565601312807689,0.6748000000000001,0.1999999999999999,1.0,0,2,0.0,1,0.0
6,0.2907810182896688,0.202461065179773,0.2191,0.2977714556661924,0.2348988044072829,0.3956,0.1999999999999999,1.0,1,2,0.25,1,0.0
12,0.2561789421651013,0.5962314939434724,0.858,0.4658605974395448,0.2272993670391498,0.4765999999999999,0.1,0.0,2,0,0.25,1,0.0
9,0.3797577854671279,0.6656412228417612,0.2244,0.4907539118065434,0.9675509885129326,0.1028999999999999,0.1,0.0,2,2,0.25,0,0.0
3,0.5374443895205141,0.7354354931743895,0.9809,0.6284969179706021,0.6432953035867781,0.0078,1.0,0.0,1,2,0.5,2,0.0
2,0.1570687098368759,0.1078638723322437,0.4836,0.2724039829302986,0.1669141204969914,0.0552,0.1999999999999999,0.0,2,0,0.25,0,0.0
13,0.3400889767671774,0.7219765429725051,0.4945,0.2724039829302986,0.4880636086582792,0.1925,1.0,1.0,2,2,0.25,0,0.0
6,0.49085516559565,0.7231301672755238,0.4056,0.5808440018966334,0.1845745096506993,0.4565999999999999,1.0,0.0,0,2,0.25,1,0.0
6,0.6096144340088976,0.582003460872909,0.7556,0.6353722143195827,0.6060600140657966,0.021,0.1999999999999999,0.0,1,2,0.25,1,0.0
10,0.8080820563519525,0.3881945779657758,0.9611,0.8364153627311522,0.3413886067046964,0.1559,1.0,0.0,1,2,0.5,2,0.0
9,0.7338111715274345,0.7394731782349548,0.5347999999999999,0.7055476529160739,0.1955341095569274,0.7814,0.1999999999999999,1.0,2,2,0.25,2,0.0
8,0.204152249134948,0.4256873678138818,0.9407,0.2645803698435277,0.2427522075486442,0.7622,0.1999999999999999,1.0,1,2,0.25,2,0.0
4,0.8944636678200691,0.5404729859642375,0.1007,0.9841156946420104,0.6751582402125498,0.7897,0.1999999999999999,1.0,0,2,0.5,2,1.0
3,0.4102817597627285,0.4724091520861371,0.7966,0.5194404931247035,0.4080253184340079,0.9215,0.1999999999999999,1.0,2,0,0.25,0,0.0
9,0.4671280276816608,0.7327437031340126,0.5943999999999999,0.5514461830251304,0.5131866843791514,0.1191,0.0,1.0,0,2,0.5,0,0.0
14,0.2387543252595155,0.3762737935012497,0.5362,0.2972972972972972,0.8214425255919355,0.1631,0.1999999999999999,0.0,2,2,0.25,1,0.0
0,0.8418190805734058,0.417035185541242,0.4371,0.9186818397344714,0.6554856607017269,0.3336,0.1,1.0,1,2,0.25,0,1.0
4,0.5633959466139398,0.4562584118438761,0.2037,0.5587956377430062,0.462432601390951,0.9151,0.1,1.0,0,1,0.25,0,0.0
13,0.5479485912011863,0.7042876369928859,0.5294,0.5521574205784732,0.9541884816753928,0.7755,0.1,0.0,0,2,0.5,2,0.0
4,0.0878645575877409,0.4101134397231301,0.9706,0.1699857752489331,0.2144643275767758,0.3240999999999999,0.1999999999999999,0.0,0,1,0.25,2,0.0
8,,0.393962699480869,0.2404,0.1140350877192982,0.2889544424474486,0.0876,0.1,0.0,2,2,0.0,1,0.0
7,0.6370489372219476,0.6602576427610075,0.938,0.6981981981981983,0.9115417676017816,0.6164000000000001,0.0,1.0,2,2,0.5,1,0.0
10,0.5302768166089965,0.4462603345510478,0.3581,0.6043148411569464,0.8533249980464171,0.2568,1.0,0.0,0,2,0.5,2,0.0
4,0.5434997528423133,0.5829648144587578,0.1993,0.5704125177809389,0.1299914042353676,0.5312,0.1999999999999999,1.0,0,2,0.5,2,0.0
13,0.6190064260998517,0.7227456258411844,0.7478,0.6979611190137506,0.9300617332187232,0.9418,0.1,0.0,2,2,0.5,2,0.0
8,0.3200692041522491,0.3560853681984233,0.5414,0.5568990042674253,0.0100804876142845,0.5726,0.0,1.0,1,0,0.25,2,0.0
5,0.9918437963420664,0.4837531243991539,0.9901,0.871977240398293,0.8225169961709775,0.9238,1.0,1.0,1,0,0.5,2,1.0
6,0.2477755808205634,0.4947125552778311,0.1747,0.3262209577999051,0.2787762756896147,0.3929999999999999,0.0,1.0,0,2,0.25,1,0.0
7,0.4107760751359367,0.5341280522976349,0.3144,0.4359886201991465,0.1885988903649293,0.6334000000000001,0.1,1.0,1,0,0.25,1,0.0
10,0.643722194760257,0.76927513939627,0.7668,0.4359886201991465,0.4487184496366336,0.8939,0.0,0.0,2,2,0.25,0,0.0
6,0.5478250123578843,0.8982887906171889,0.6405,0.5687529634898056,0.8972024693287489,0.588,1.0,0.0,1,2,0.25,1,0.0
0,0.2682896688087,0.6637185156700633,0.3141,0.2880512091038406,0.7859849964835508,0.6149,0.1,1.0,2,1,0.25,1,0.0
12,0.694142362827484,0.139203999230917,0.6223,0.6941678520625889,0.9671993435961552,0.7162999999999999,1.0,0.0,0,0,0.25,1,0.0
7,0.5359614434008897,0.2722553355124014,0.8337,0.9241346609767662,0.5410252402906931,0.8820999999999999,0.0,1.0,1,2,0.25,2,1.0
7,0.5255808205635195,0.2728321476639108,0.5133,0.6199620673304883,0.5105884191607408,0.0882,0.1999999999999999,0.0,1,2,0.25,2,0.0
5,0.4012605042016806,0.5162468756008459,0.3381,0.4009009009009009,0.0129327186059232,0.3369,0.1999999999999999,0.0,2,0,0.25,2,0.0
5,0.2804003954522985,0.1713132089982695,0.6958,0.4589853010905642,0.1805501289364695,0.3977,0.1999999999999999,1.0,2,2,0.0,2,0.0
3,0.3682649530400395,0.5066333397423571,0.8270000000000001,0.3549075391180654,0.4976361647261076,0.9097,0.1999999999999999,1.0,0,2,0.5,1,0.0
1,0.4372219476025704,0.6318015766198807,0.1846999999999999,0.4227121858700806,0.7526373368758302,0.956,1.0,0.0,0,1,0.25,2,0.0
